schulnummer,schulname,description_generated,error,is_private_school,tuition_monthly_eur,tuition_annual_eur,registration_fee_eur,material_fee_annual_eur,meal_plan_monthly_eur,after_school_care_monthly_eur,scholarship_available,income_based_tuition,tuition_notes,tuition_source_url,sources,generated_at
08Y03,Albert-Einstein-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential minor costs for materials or excursions not detailed in sources.,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,2026-01-19T22:57:34.584223
08Y02,Albert-Schweitzer-Gymnasium,True,,False,,,,,,,,,"Public school in Berlin with no tuition fees. Parents may incur costs for materials, field trips, and extracurricular activities.",https://www.bildung.berlin.de,https://www.bildung.berlin.de; https://www.die-schweitzer.de,2026-01-19T22:57:44.722375
08Y01,Albrecht-Dürer-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29573,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29573,2026-01-19T22:58:04.372943
09Y05,Alexander-von-Humboldt-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition fees. Standard public school costs (e.g., materials, trips) may apply but not specified in sources.",https://www.berlin.de/ba-treptow-koepenick/_assets/aemter-und-se/schul-und-sportamt/schule/pdf/schulbroschuere-2025-interaktiv.pdf,https://www.berlin.de/ba-treptow-koepenick/_assets/aemter-und-se/schul-und-sportamt/schule/pdf/schulbroschuere-2025-interaktiv.pdf; https://www.avh.berlin.[1; https://www.avh.berlin,2026-01-19T22:58:29.475912
02Y01,Andreas-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition fees. Parents may incur costs for materials, school trips, and optional cafeteria meals.",https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf; https://www.andreas-schule.org,2026-01-19T22:58:39.304667
09Y04,Anne-Frank-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees apply. Incidental costs not detailed in sources.,https://www.berlin.de/ba-treptow-koepenick/_assets/aemter-und-se/schul-und-sportamt/schule/pdf/schulbroschuere-2025-interaktiv.pdf?ts=1752710438,https://www.anne-frank-schule-berlin.de; https://www.berlin.de/ba-treptow-koepenick/_assets/aemter-und-se/schul-und-sportamt/schule/pdf/schulbroschuere-2025-interaktiv.pdf?ts=1752710438,2026-01-19T22:58:52.812569
09Y03,Archenhold-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees apply. Potential minor costs for materials or activities not detailed in sources.,N/A (public school confirmed via Berlin district listings [3][4]),https://archenhold.de,2026-01-19T22:59:06.228568
06Y03,Arndt-Gymnasium Dahlem,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential minor costs for materials or trips not specified in sources.,https://arndt-gymnasium.de,https://arndt-gymnasium.de,2026-01-19T22:59:16.682976
07Y06,Askanisches Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29368,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29368,2026-01-19T22:59:33.991455
11Y09,Barnim-Gymnasium,True,,False,,,,,,,,,"Barnim-Gymnasium is a public school (öffentlich) in Berlin. Public schools in Berlin do not charge tuition. Parents may incur costs for materials, school trips, and optional cafeteria meals, but these are not mandatory school fees.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29291,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29291,2026-01-19T22:59:54.525364
06Y06,Beethoven-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition. Schulcafé offers paid meals/snacks (e.g., catered lunch from Hand.Fest, online orders), but no specific costs listed.",https://www.beethoven-gymnasium.eu/schulcafe-35.html,https://www.beethoven-gymnasium.eu/schulcafe-35.html; https://www.beethoven-gymnasium.eu,2026-01-19T23:00:26.005263
01P22,Berlin Cosmopolitan School,True,,True,,,,,,,,,No tuition or fee information publicly available on school website or searched sources.,https://www.cosmopolitanschool.de (no fees listed),https://www.cosmopolitanschool.de,2026-01-19T23:00:50.773740
01P18,Bilinguale Schule Phorms Berlin Mitte,True,,True,,,,,,,,,Tuition and fee details not publicly available on school website or searched sources,https://berlin-mitte.phorms.de/en/primary-school/admissions-costs/,https://berlin-mitte.phorms.de/en/primary-school/admissions-costs/,2026-01-19T23:02:41.840040
06P18,Bilinguale Schule Phorms Berlin Süd,True,,True,,,,,,,,,No tuition details publicly available from school website or Berlin education authority sources.,https://berlin-sued.phorms.de,https://berlin-sued.phorms.de,2026-01-19T23:03:03.484901
05Y04,Carl-Friedrich-von-Siemens-Gymnasium,True,,False,,,,,,,,,"Public school (öffentlich); no tuition fees mentioned. Potential incidental costs for materials, trips, or mensa not specified in sources.",https://cfvsiemens.de (official site confirms public Ganztagsschule status),https://cfvsiemens.de; https://cfvsiemens.de.[3,2026-01-19T23:03:17.889023
03Y08,Carl-von-Ossietzky-Gymnasium,True,,False,,,,,,,,,Public school; no tuition or fees identified in sources,N/A,https://cvo.berlin,2026-01-19T23:03:41.173163
02Y05,Dathe-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources,https://www.dathe-gymnasium.de (general site); https://www.bildung.berlin.de/schulverzeichnis (Senatsverwaltung listing as public Gymnasium),https://www.bildung.berlin.de/schulverzeichnis; https://www.dathe-gymnasium.de,2026-01-19T23:03:54.398563
01Y09,Diesterweg-Gymnasium,True,,False,,,,,,,,,"Diesterweg-Gymnasium is a public (öffentlich) school in Berlin. Public schools in Berlin do not charge tuition. Parents may incur costs for materials, field trips, and optional meal plans through the school cafeteria, but these are not mandatory school fees.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29077,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29077,2026-01-19T23:04:09.034372
06Y04,Dreilinden-Gymnasium,True,,False,,,,,,,,,"Dreilinden-Gymnasium is a public school in Berlin and charges no tuition. Parents may incur costs for school materials, field trips, and cafeteria meals, which are typical for Berlin public schools but vary by family circumstances.",https://www.berlin.de/sen/bildung/ (Berlin Education Authority),https://www.dreilinden-gymnasium.de; https://www.berlin.de/sen/bildung/,2026-01-19T23:04:29.843104
06Y02,Droste-Hülshoff-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees. Possible voluntary contributions for materials/trips not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28474,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28474,2026-01-19T23:04:46.777317
07Y07,Eckener-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential costs for materials or trips not specified in sources.,https://eckener-gymnasium.de,https://eckener-gymnasium.de,2026-01-19T23:05:10.084810
09Y11,Emmy-Noether-Gymnasium,True,,False,,,,,,,,,"Emmy-Noether-Gymnasium is a public school (öffentlich) in Berlin. Public schools in Berlin do not charge tuition. However, families may incur costs for school materials, field trips, and optional services such as lunch in the school cafeteria.",https://www.berlin.de/sen/bildung/ (Berlin Education Authority),https://www.noether-gymnasium.de; https://www.berlin.de/sen/bildung/,2026-01-19T23:05:22.655088
08Y04,Ernst-Abbe-Gymnasium,True,,False,,,,,,,,,"Ernst-Abbe-Gymnasium is a public school in Berlin and charges no tuition fees. Parents may incur costs for school materials, field trips, and optional services, but these are not specified in available sources.",https://www.berlin.de/sen/bildung/ (Berlin Education Authority),https://www.berlin.de/sen/bildung/; https://www.ernst-abbe.de,2026-01-19T23:05:39.747854
12Y02,Europäisches Gymnasium Bertha-von-Suttner,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential costs for materials or trips not specified in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29305,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29305,2026-01-19T23:05:56.027524
12P03,Evangelische Schule Frohnau,True,,True,,,,,,,,,"No tuition information publicly available from school website, Berlin Senatsverwaltung, or other sources.",https://www.ev-frohnau.de,https://www.ev-frohnau.de,2026-01-19T23:06:22.539429
09P07,Evangelische Schule Köpenick (Gymnasium),True,,True,,,,,,,,,No tuition information publicly available from school website or Berlin education authorities.,https://www.ev-schule-koepenick.de,https://www.ev-schule-koepenick.de,2026-01-19T23:06:37.190090
04P11,Evangelisches Gymnasium zum Grauen Kloster,True,,True,,,,,,,,,"No tuition information publicly available from school website or other sources; as a state-recognized private Ersatzschule, fees may exist but are not disclosed online.",https://www.graues-kloster.de,https://www.graues-kloster.de,2026-01-19T23:07:00.171383
03Y13,Felix-Mendelssohn-Bartholdy-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees mentioned. Potential costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29041,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29041,2026-01-19T23:07:16.323430
06Y09,Fichtenberg-Oberschule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees mentioned. Mensa available but no costs specified.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29459,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29459,2026-01-19T23:07:27.075081
01Y07,Französisches Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees apply. Potential costs for materials or trips not specified in sources.,https://www.fg-berlin.eu,https://www.fg-berlin.eu,2026-01-19T23:07:42.597631
06P20,Freie Schule Anne-Sophie Berlin,True,,True,,10500.0,,,,,,,"Annual tuition approximately €10,500. Detailed fee breakdown including registration, materials, meals, and after-school care not publicly available. Contact school directly for complete pricing information.",https://www.international-schools-database.com/country/germany?curriculum%5B%5D=IB&filter=on,https://www.international-schools-database.com/country/germany?curriculum%5B%5D=IB&filter=on,2026-01-19T23:07:54.545214
05Y01,Freiherr-vom-Stein-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition fees. No details on materials, meals, or other costs found.",https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=05&BezText=Spandau,https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=05&BezText=Spandau,2026-01-19T23:08:14.603588
04Y07,Friedrich-Ebert-Gymnasium,True,,False,,,,,,,False,False,"Public school (Öffentlich); no tuition fees. Ganztag (all-day) programs mentioned with emergency care option, but no costs specified.",https://feoberlin.de,https://feoberlin.de,2026-01-19T23:08:30.307883
12Y01,Friedrich-Engels-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition or fees mentioned. Potential minor costs for materials or trips not detailed in sources.,https://feg.berlin,https://feg.berlin,2026-01-19T23:08:46.435717
12Y04,Gabriele-von-Bülow-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Cafeteria available but no costs specified.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29307,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29307,2026-01-19T23:09:02.273405
09Y10,Gebrüder-Montgolfier-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition fees. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28658,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28658,2026-01-19T23:09:18.375690
07Y09,Georg-Büchner-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees mentioned. Potential costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29370,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29370,2026-01-19T23:09:37.123695
02Y04,Georg-Friedrich-Händel-Gymnasium,True,,False,,,,,,,False,False,Public school with no tuition; possible minor fees for lockers via Förderverein.,https://fdvhaendelgym.de,https://fdvhaendelgym.de,2026-01-19T23:09:51.047344
12Y05,Georg-Herwegh-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Mensa available but costs unspecified.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29308,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29308,2026-01-19T23:10:02.923990
09Y06,Gerhart-Hauptmann-Gymnasium,True,,False,,,,,,,,,"Public school (öffentlich); no tuition fees. Potential incidental costs for materials, trips, or meals not detailed in sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29108,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29108,2026-01-19T23:10:20.435310
04Y11,Goethe-Gymnasium,True,,False,,,,,,,,,"Goethe-Gymnasium is a public school in Berlin and charges no tuition. Parents may incur costs for materials, school trips, and optional services, but these are not specified in available sources.",https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf; https://goethe-gymnasium.berlin,2026-01-19T23:10:43.173858
06Y11,Goethe-Gymnasium Lichterfelde,True,,False,,,,,,,,,"Public state gymnasium with no tuition charges. Families may incur costs for school materials, trips, and optional cafeteria meals.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29461,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29461,2026-01-19T23:10:58.223292
04Y04,Gottfried-Keller-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. Possible minor costs for books/materials per school lists, but no specific amounts published.","https://www.gks-berlin.de [1], https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29069 [3]",https://www.gks-berlin.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29069,2026-01-19T23:11:16.449992
06Y13,Gymnasium Steglitz,True,,False,,,,,,,,,"Gymnasium Steglitz is a public school in Berlin and does not charge tuition. As a public institution, it is funded by the Berlin state government (Senatsverwaltung für Bildung). Parents may incur costs for materials, field trips, and optional after-school care programs, but these are not specified in available sources.",https://de.wikipedia.org/wiki/Gymnasium_Steglitz,https://de.wikipedia.org/wiki/Gymnasium_Steglitz,2026-01-19T23:11:41.127184
01Y12,Gymnasium Tiergarten,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources,https://www.gymnasium-tiergarten.de,https://www.gymnasium-tiergarten.de,2026-01-19T23:12:04.785176
08Y06,Hannah-Arendt-Gymnasium,True,,False,,,,,,,False,False,Public school (öffenlich); no tuition fees. Potential costs for materials or excursions not specified in sources.,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,2026-01-19T23:12:19.646816
05Y03,Hans-Carossa-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition. Possible voluntary parent contributions for materials/trips (~20-50 EUR/year, not officially specified).",https://www.hcg-berlin.de (no fee details); https://bildung.berlin.de (public school confirmation),https://www.hcg-berlin.de/lehrplaene/; https://www.hcg-berlin.de/die-schule/an-der-schule/gebaeude-und-ausstattung/; https://www.berlin.de/sen/bjf/; https://www.hcg-berlin.de; https://bildung.berlin.de/schule/statistiken; https://www.hcg-berlin.de/schulleben/sport/; https://www.hcg-berlin.de/einschulung/; https://www.hcg-berlin.de/kontakt/; https://www.hcg-berlin.de/schulleben/ags-und-projekte/; https://bildung.berlin.de/schulrecht/; https://bildung.berlin.de/unterricht/rahmenlehrplaene; https://bildung.berlin.de/schulsuche/hans-carossa-gymnasium; https://bildung.berlin.de/schulsuche/13542/; https://bildung.berlin.de,2026-01-19T23:12:36.230016
11Y05,Hans-und-Hilde-Coppi-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees mentioned. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://de.wikipedia.org/wiki/Hans-und-Hilde-Coppi-Gymnasium,https://de.wikipedia.org/wiki/Hans-und-Hilde-Coppi-Gymnasium,2026-01-19T23:12:54.886987
02Y03,Heinrich-Hertz-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential costs for materials or excursions not detailed in sources.,https://hhgym.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28502,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28502; https://hhgym.de; https://hhgym.de.[4,2026-01-19T23:13:08.479616
03Y04,Heinrich-Schliemann-Gymnasium,True,,False,,,,,,,,,"Public school (öffentlich); no tuition. Mensa and cafeteria available, but no costs specified.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29047,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29047,2026-01-19T23:13:25.972684
04Y06,Heinz-Berggruen-Gymnasium,True,,False,,,,,,,False,False,Public school with no tuition; voluntary Förderverein contributions and calendar sales (10 EUR) for support.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28790,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28790,2026-01-19T23:13:41.040965
04Y05,Herder-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. No details on optional costs like materials or trips found.,https://www.herder-oberschule.de,https://www.herder-oberschule.de,2026-01-19T23:13:59.686661
06Y08,Hermann-Ehlers-Gymnasium,True,,False,,,,,,,,,"As a public school in Berlin, Hermann-Ehlers-Gymnasium does not charge tuition. Students may incur costs for materials, field trips, and optional programs, but specific amounts are not available in the search results.",https://www.berlin.de/en/news/9489997-5559700-range-of-germanukrainian-schools-to-grow.en.html,https://www.berlin.de/en/news/9489997-5559700-range-of-germanukrainian-schools-to-grow.en.html,2026-01-19T23:14:18.938295
02Y08,Hermann-Hesse-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees identified in sources,N/A (public school confirmed via school type and Berlin context),https://hesse-kreuzberg.de; https://hesse-kreuzberg.de/chronik/[3; https://hesse-kreuzberg.de/blog/,2026-01-19T23:14:34.091794
04Y08,Hildegard-Wegscheider-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition or fees mentioned in sources,https://www.wegscheider-gymnasium.de,https://www.wegscheider-gymnasium.de,2026-01-19T23:14:46.603607
12Y03,Humboldt-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. No details on optional costs like materials or trips found.,https://humboldtschule-berlin.de (general site); confirmed public via https://www.tagesspiegel.de/berlin/schule/schnell-lerner-japanisch-spitzensport-das-sind-berlins-besondere-schulprofile-ab-klasse-5-10280311.html,https://www.humboldtschule-berlin.de; https://www.tagesspiegel.de/berlin/schule/schnell-lerner-japanisch-spitzensport-das-sind-berlins-besondere-schulprofile-ab-klasse-5-10280311.html; https://humboldtschule-berlin.de,2026-01-19T23:14:57.124290
11Y11,Immanuel-Kant-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned. Possible minor costs for materials/trips not specified.,https://www.kant-gymnasium.de/schullaufbahn/anmeldung,https://www.kant-gymnasium.de/schullaufbahn/anmeldung,2026-01-19T23:15:11.058868
03Y17,Inge-Deutschkron-Gymnasium,True,,False,,,,,,,False,False,"Public school (staatlich/öffentlich); no tuition fees. Potential ancillary costs (e.g., materials, trips) not detailed in sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29719 (confirms öffentlich Gymnasium),https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29719; https://www.idg.berlin,2026-01-19T23:15:26.233028
11Y02,Johann-Gottfried-Herder-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. Possible incidental costs for materials, trips, or all-day programs not detailed in sources.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29168,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29168; https://www.jgherder.de,2026-01-19T23:15:43.298904
01Y02,John-Lennon-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition charges. Parents may incur costs for school trips, materials, and optional programs. The jlgMUN conference charges 30€ per delegate including meals.",https://www.jlgym-berlin.de,https://www.jlgym-berlin.de,2026-01-19T23:16:01.434021
05Y02,Kant-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29583,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29583,2026-01-19T23:16:25.060998
03Y03,Käthe-Kollwitz-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees mentioned. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29046,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29046,2026-01-19T23:16:45.097949
04P04,Katholische Schule Liebfrauen (Gymnasium),True,,True,,,,,,,,,No tuition or fee details publicly available from school website or Berlin education authority sources.,https://ksliebfrauen.de,https://ksliebfrauen.de,2026-01-19T23:16:59.087917
03P10,Katholische Theresienschule (Gymnasium),True,,True,,,,,,,,,No tuition or fee details publicly available from school website or Berlin education authority.,"https://www.Theresienschule.de, https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29189",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29189; https://www.Theresienschule.de,2026-01-19T23:17:13.890991
02Y06,Leibniz-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential incidental costs for materials or excursions not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28794,https://www.leibnizschule-berlin.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28794,2026-01-19T23:17:29.404711
08Y05,Leonardo-da-Vinci-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential costs for materials or excursions not specified.,https://www.leonardo-da-vinci-gymnasium.de,https://www.leonardo-da-vinci-gymnasium.de,2026-01-19T23:17:43.584925
01Y08,Lessing-Gymnasium,True,,False,,,,,,,,,"Public school funded by Berlin education authority. No tuition fees charged. Parents may incur costs for materials, school trips, and optional services (cafeteria meals, after-school programs), but these are not documented in publicly available sources.",https://lessing-gymnasium-berlin.de,https://lessing-gymnasium-berlin.de,2026-01-19T23:17:59.405332
06Y10,Lilienthal-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition. School books provided via loan (digital registration required). No fees detailed.,https://lilienthal-gymnasium-berlin.de,https://lilienthal-gymnasium-berlin.de; https://lilienthal-gymnasium-berlin.de/feed.[1,2026-01-19T23:18:16.243288
05Y05,Lily-Braun-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. No details on ancillary costs like materials or trips publicly available.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29585,https://www.lily-braun-gymnasium.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29585,2026-01-19T23:18:28.497548
07Y05,Luise-Henriette-Gymnasium,True,,False,,,,,,,,,"Luise-Henriette-Gymnasium is a public school (öffentlich) operated by the Land Berlin through the Bezirksamt Tempelhof-Schöneberg. As a public school, it is tuition-free for students. Parents may incur costs for materials, field trips, and optional services, but these are not detailed in publicly available sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28580,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28580,2026-01-19T23:18:40.272007
11Y10,Manfred-von-Ardenne-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28821,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28821,2026-01-19T23:18:59.554216
04Y10,Marie-Curie-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28677,https://www.mcg-berlin.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28677,2026-01-19T23:19:14.890688
03Y15,Max-Delbrück-Gymnasium,True,,False,,,,,,,,,"Max-Delbrück-Gymnasium is a public school (öffentlich) in Berlin and charges no tuition. Families may incur costs for materials, field trips, and optional programs, but specific fee amounts are not publicly documented. Contact the school directly for current cost information.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29182,https://max-delbrueck-gymnasium.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29182,2026-01-19T23:19:30.417911
01Y11,Max-Planck-Gymnasium,True,,False,,,,,,,False,False,"Public school with no tuition fees; no mentions of material, meal, or after-school costs.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=28842,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=28842,2026-01-19T23:19:55.948010
10Y11,Melanchthon-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition charges. Parents may incur costs for materials, school trips, and extracurricular activities.",https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=10&BezText=Marzahn-Hellersdorf,https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=10&BezText=Marzahn-Hellersdorf,2026-01-19T23:20:11.429259
04P35,Mentora Gymnasium (KEIN Schulbetrieb),True,,True,,,,,,,,,No tuition or fee information publicly available from school website or Berlin education authority profiles.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29606,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29606,2026-01-19T23:20:28.704791
04P24,Moser-Schule - Schweizer Gymnasium,True,,True,,,,,,,,,No tuition information publicly available from school website or Berlin education authority sources.,https://www.moserschule.de,https://www.moserschule.de,2026-01-19T23:20:41.233439
01Y04,Musikgymnasium Carl Philipp Emanuel Bach,True,,False,,,,,,,,,Public school; no tuition fees. Potential costs for materials or trips not detailed in sources.,https://musikgymnasium-berlin.de (school website confirms public status via context),https://musikgymnasium-berlin.de,2026-01-19T23:20:56.764129
